customer_id,first_name,last_name,address_state,credit_score,employment_length,home_ownership,annual_income,dti,age,emp_title,email_domain,signup_date
4738,Rahul,Jain,IL,767,3.7,RENT,73100.0,2.77,37,Nurse,yahoo.com,2025-02-19
4739,Sara,Brown,CA,760,7.1,RENT,53200.0,27.27,49,Manager,yahoo.com,2024-02-02
4740,Omar,Kim,GA,696,3.6,RENT,107600.0,23.58,45,Manager,outlook.com,2025-02-18
4741,Omar,White,TX,679,3.0,MORTGAGE,39900.0,17.44,44,Engineer,outlook.com,2024-03-26
4742,Chen,Jain,WI,691,12.8,RENT,75800.0,19.3,39,Clerk,yahoo.com,2025-07-20
4743,Aisha,Lopez,CA,692,5.9,OWN,50700.0,27.26,68,Driver,outlook.com,2025-07-25
4744,Liam,Brown,CA,694,6.4,RENT,105000.0,13.55,36,Nurse,proton.me,2024-02-16
4745,Sara,Nguyen,WA,685,9.4,MORTGAGE,141200.0,28.34,34,Teacher,gmail.com,2025-12-08
4746,Elena,Silva,CA,718,9.5,RENT,121000.0,12.2,60,Engineer,proton.me,2025-01-30
4747,Sara,Nguyen,IL,756,4.5,RENT,68100.0,17.54,29,Analyst,gmail.com,2024-03-07
4748,Nia,Lopez,MO,607,10.2,RENT,64600.0,6.73,54,Teacher,outlook.com,2024-11-24
4749,Sara,White,AZ,621,4.2,RENT,62400.0,28.86,38,Driver,gmail.com,2025-03-07
4750,Sara,White,TX,568,10.1,OWN,38400.0,15.57,31,Driver,yahoo.com,2024-04-13
4751,Dev,Nguyen,NY,764,1.1,MORTGAGE,103000.0,20.57,55,Teacher,yahoo.com,2025-08-25
4752,Chen,Lopez,NC,718,4.8,MORTGAGE,22700.0,11.71,45,Manager,proton.me,2025-11-18
4753,Maya,Okafor,PA,737,6.9,RENT,53800.0,16.21,42,Teacher,yahoo.com,2025-08-27
4754,Chen,Lopez,CA,592,7.4,RENT,147200.0,9.8,44,Analyst,outlook.com,2024-05-12
4755,Elena,Garcia,TX,833,2.6,OWN,29000.0,11.07,50,Manager,yahoo.com,2025-05-09
4756,Dev,Nguyen,AZ,654,0.0,RENT,83400.0,4.79,24,Clerk,gmail.com,2025-03-28
4757,Chen,Okafor,FL,712,7.8,MORTGAGE,95900.0,15.72,55,Chef,gmail.com,2024-05-28
4758,Elena,Brown,AZ,764,5.2,OWN,49300.0,12.11,21,Clerk,proton.me,2024-10-10
4759,Rahul,Nguyen,TX,625,4.4,MORTGAGE,38900.0,35.46,28,Chef,outlook.com,2025-05-07
4760,Maya,Garcia,NC,659,12.6,RENT,28300.0,8.74,51,Teacher,gmail.com,2025-07-01
4761,Chen,Patel,OH,713,4.8,RENT,51800.0,12.14,54,Driver,gmail.com,2024-06-28
4762,Chen,Kim,FL,850,3.9,RENT,44200.0,23.76,35,Manager,gmail.com,2025-10-21
4763,Dev,White,NC,722,0.0,RENT,31800.0,9.7,52,Driver,gmail.com,2024-10-14
4764,Nia,Jain,CA,820,1.7,MORTGAGE,107500.0,16.48,38,Driver,outlook.com,2024-03-27
4765,Chen,Okafor,TN,790,9.5,OWN,42400.0,23.29,22,Manager,yahoo.com,2025-10-23
4766,Dev,White,VA,727,3.1,MORTGAGE,82100.0,22.69,34,Engineer,yahoo.com,2025-09-01
4767,Chen,Garcia,NY,625,8.5,RENT,42400.0,17.83,25,Analyst,outlook.com,2024-11-29
4768,Omar,White,GA,779,0.8,RENT,85500.0,16.7,41,Nurse,gmail.com,2024-09-08
4769,Elena,Jain,IN,587,2.5,RENT,72600.0,25.15,45,Driver,yahoo.com,2025-01-04
4770,Maya,Nguyen,IL,820,2.4,MORTGAGE,109900.0,27.16,47,Teacher,gmail.com,2024-04-08
4771,Aisha,White,FL,715,7.9,RENT,29400.0,17.95,25,Analyst,yahoo.com,2025-01-26
4772,Aisha,Kim,AZ,501,5.2,MORTGAGE,44700.0,21.52,47,Manager,yahoo.com,2025-03-06
4773,Chen,Jain,CA,674,1.6,OTHER,103800.0,13.23,48,Driver,proton.me,2025-05-05
4774,Liam,White,NJ,749,8.9,OTHER,47300.0,26.54,58,Driver,gmail.com,2025-10-09
4775,Aisha,Patel,TX,682,8.0,RENT,53800.0,23.56,35,Nurse,outlook.com,2025-07-05
4776,Sara,Jain,NJ,753,7.4,OWN,86000.0,14.8,29,Driver,outlook.com,2025-02-12
4777,Dev,White,IL,636,7.2,RENT,56400.0,13.17,32,Engineer,outlook.com,2025-03-24
4778,Elena,Nguyen,CA,602,2.6,MORTGAGE,69200.0,31.81,44,Engineer,gmail.com,2025-04-26
4779,Liam,Jain,TN,694,11.0,RENT,61600.0,13.33,41,Analyst,outlook.com,2024-01-03
4780,Chen,Lopez,OH,702,5.6,RENT,55300.0,15.69,39,Teacher,outlook.com,2024-09-02
4781,Sara,Garcia,NY,673,7.1,MORTGAGE,32900.0,7.37,35,Manager,outlook.com,2024-05-16
4782,Rahul,Garcia,NJ,792,7.5,MORTGAGE,51800.0,25.58,49,Driver,yahoo.com,2024-01-02
4783,Chen,Brown,PA,636,2.2,OTHER,85800.0,13.25,48,Clerk,gmail.com,2025-12-04
4784,Dev,Silva,CA,723,13.6,RENT,55800.0,17.56,38,Teacher,gmail.com,2024-02-13
4785,Rahul,Garcia,MI,705,5.9,RENT,83700.0,16.86,69,Nurse,gmail.com,2025-07-20
4786,Dev,Lopez,MD,583,6.1,MORTGAGE,55600.0,36.35,25,Chef,proton.me,2025-03-20
4787,Liam,Okafor,TX,601,4.3,MORTGAGE,83400.0,31.76,35,Chef,gmail.com,2025-04-16
4788,Sara,Silva,TN,700,10.6,RENT,48100.0,20.06,29,Manager,proton.me,2025-08-13
4789,Elena,Lopez,NC,848,10.8,MORTGAGE,36500.0,12.31,32,Nurse,gmail.com,2025-06-22
4790,Maya,Silva,CA,743,6.6,RENT,101000.0,18.55,38,Engineer,yahoo.com,2025-11-26
4791,Liam,Okafor,VA,570,0.1,RENT,37800.0,17.0,45,Nurse,gmail.com,2025-05-29
4792,Sara,Nguyen,IL,466,5.3,RENT,46300.0,30.27,42,Analyst,outlook.com,2025-02-03
4793,Omar,Nguyen,AZ,754,5.7,RENT,65800.0,38.17,75,Driver,yahoo.com,2025-01-03
4794,Elena,Lopez,NC,692,4.2,RENT,26600.0,20.22,22,Chef,outlook.com,2024-02-20
4795,Nia,Silva,CA,785,2.1,MORTGAGE,49100.0,23.99,37,Analyst,outlook.com,2024-03-26
4796,Chen,Patel,CA,633,0.0,MORTGAGE,47100.0,33.3,49,Driver,outlook.com,2024-02-22
4797,Sara,White,FL,726,11.9,RENT,57100.0,21.83,18,Analyst,yahoo.com,2025-03-08
4798,Liam,Silva,PA,763,9.0,MORTGAGE,58100.0,11.2,50,Manager,outlook.com,2024-10-25
4799,Omar,Garcia,MO,666,6.1,MORTGAGE,51600.0,16.78,58,Engineer,gmail.com,2025-03-28
4800,Maya,Garcia,MA,668,3.4,MORTGAGE,60000.0,17.64,37,Nurse,gmail.com,2025-02-17
4801,Omar,Lopez,AZ,701,7.4,MORTGAGE,135800.0,11.9,33,Analyst,outlook.com,2024-10-10
4802,Omar,Jain,OH,740,6.8,MORTGAGE,211500.0,18.08,35,Clerk,outlook.com,2024-07-03
4803,Aisha,White,CA,698,4.4,RENT,84100.0,5.55,45,Engineer,yahoo.com,2025-10-12
4804,Maya,Silva,VA,773,7.6,MORTGAGE,55600.0,1.89,43,Engineer,yahoo.com,2024-11-16
4805,Maya,Lopez,CA,665,8.0,MORTGAGE,41600.0,17.26,49,Clerk,proton.me,2025-10-04
4806,Sara,Brown,CA,600,8.7,MORTGAGE,45200.0,15.98,31,Nurse,yahoo.com,2025-10-15
4807,Maya,Brown,NY,848,2.4,MORTGAGE,58100.0,32.06,52,Manager,yahoo.com,2025-05-26
4808,Dev,Brown,MO,654,7.7,MORTGAGE,115200.0,13.99,40,Manager,yahoo.com,2025-07-31
4809,Rahul,Nguyen,VA,657,10.7,RENT,39100.0,20.27,72,Manager,outlook.com,2024-07-23
4810,Aisha,Lopez,CA,695,7.2,OWN,78200.0,14.49,29,Nurse,outlook.com,2025-11-22
4811,Chen,Kim,MO,705,14.8,OWN,50300.0,3.19,58,Driver,outlook.com,2024-07-17
4812,Dev,Silva,WA,670,5.3,RENT,105600.0,17.48,33,Chef,gmail.com,2025-06-22
4813,Sara,White,NC,698,0.0,MORTGAGE,54100.0,19.69,26,Chef,outlook.com,2025-10-11
4814,Maya,Okafor,CA,697,2.6,OWN,44700.0,13.53,41,Driver,gmail.com,2024-01-22
4815,Maya,Patel,NY,713,3.3,MORTGAGE,46200.0,16.33,27,Teacher,gmail.com,2024-07-14
4816,Omar,Lopez,NY,523,8.2,OWN,155400.0,25.49,46,Nurse,gmail.com,2024-10-10
4817,Omar,Garcia,MI,841,9.3,RENT,63700.0,15.77,53,Driver,yahoo.com,2024-06-14
4818,Maya,Patel,GA,688,6.5,OWN,112500.0,28.15,36,Analyst,proton.me,2024-11-13
4819,Rahul,Okafor,NY,743,7.2,MORTGAGE,77500.0,19.7,31,Chef,gmail.com,2025-08-05
4820,Elena,White,NY,596,13.7,RENT,88200.0,26.44,53,Teacher,yahoo.com,2024-11-06
4821,Liam,Jain,OH,664,2.7,RENT,54000.0,30.65,29,Analyst,outlook.com,2024-05-04
4822,Chen,Garcia,MA,649,5.7,MORTGAGE,61500.0,10.77,23,Nurse,yahoo.com,2024-06-09
4823,Liam,Nguyen,CA,810,4.2,RENT,38300.0,26.59,52,Driver,yahoo.com,2025-03-21
4824,Maya,Okafor,VA,656,1.3,RENT,39300.0,28.57,44,Chef,gmail.com,2025-02-18
4825,Chen,White,WI,756,0.0,RENT,57800.0,26.58,41,Nurse,outlook.com,2024-06-01
4826,Dev,Nguyen,VA,651,11.2,RENT,54900.0,15.87,30,Analyst,proton.me,2024-03-16
4827,Nia,White,IL,666,2.9,RENT,60500.0,0.0,49,Nurse,yahoo.com,2025-09-30
4828,Rahul,Brown,VA,681,5.0,MORTGAGE,95600.0,37.6,51,Manager,proton.me,2025-07-21
4829,Chen,White,TN,796,7.7,MORTGAGE,164300.0,5.44,18,Teacher,yahoo.com,2025-06-09
4830,Omar,White,WA,558,1.2,MORTGAGE,39600.0,33.97,76,Manager,outlook.com,2024-06-21
4831,Rahul,Okafor,CA,601,2.7,MORTGAGE,78500.0,8.68,25,Engineer,proton.me,2024-04-22
4832,Rahul,Brown,CA,553,5.9,RENT,48400.0,7.95,33,Chef,proton.me,2024-04-25
4833,Omar,Silva,CA,618,4.2,OWN,28300.0,18.64,36,Manager,outlook.com,2024-08-29
4834,Omar,Nguyen,CA,639,0.9,OTHER,211300.0,17.47,18,Nurse,gmail.com,2024-11-10
4835,Chen,Jain,NJ,578,8.4,OWN,62600.0,35.47,30,Clerk,yahoo.com,2024-04-15
4836,Aisha,Lopez,NY,644,4.1,RENT,53700.0,12.78,34,Teacher,yahoo.com,2024-02-27
4837,Sara,White,VA,548,6.5,OWN,101300.0,25.34,37,Manager,yahoo.com,2025-01-28
4838,Maya,Kim,MI,623,6.2,MORTGAGE,216000.0,22.09,32,Clerk,gmail.com,2025-03-24
4839,Sara,Silva,OH,790,9.9,MORTGAGE,75600.0,10.92,55,Analyst,outlook.com,2025-02-28
4840,Rahul,Nguyen,CA,730,7.4,OTHER,230900.0,22.49,45,Analyst,yahoo.com,2025-05-01
4841,Omar,Silva,NY,714,2.5,RENT,64400.0,17.41,53,Driver,gmail.com,2024-10-02
4842,Liam,Silva,CA,624,10.6,MORTGAGE,108200.0,27.48,37,Engineer,yahoo.com,2024-07-13
4843,Liam,Lopez,IN,584,4.1,RENT,43400.0,16.32,50,Engineer,gmail.com,2024-12-21
4844,Sara,Okafor,NY,614,2.7,RENT,43700.0,29.93,44,Chef,outlook.com,2024-01-25
4845,Maya,Brown,CA,696,2.2,MORTGAGE,76000.0,21.04,51,Engineer,outlook.com,2024-02-06
4846,Elena,Jain,CA,765,0.0,MORTGAGE,126400.0,8.39,29,Engineer,outlook.com,2024-06-26
4847,Maya,Jain,NC,767,3.6,MORTGAGE,50900.0,3.82,56,Engineer,proton.me,2024-09-05
4848,Dev,White,NC,747,7.6,RENT,104200.0,32.7,44,Manager,proton.me,2025-05-16
4849,Elena,Patel,WI,644,0.6,OWN,79100.0,17.61,42,Nurse,proton.me,2025-08-18
4850,Aisha,Jain,NY,701,12.8,MORTGAGE,57100.0,17.55,58,Analyst,proton.me,2024-05-18
4851,Rahul,Brown,CA,675,0.0,RENT,94300.0,20.07,38,Teacher,outlook.com,2025-11-16
4852,Nia,Garcia,WA,684,2.9,RENT,44200.0,17.74,37,Chef,gmail.com,2024-02-02
4853,Dev,Garcia,NY,850,0.0,RENT,110000.0,18.99,57,Nurse,yahoo.com,2024-04-03
4854,Sara,Nguyen,FL,567,9.7,MORTGAGE,58700.0,4.99,37,Clerk,outlook.com,2025-07-29
4855,Sara,Kim,IN,682,8.6,RENT,94800.0,25.54,39,Engineer,gmail.com,2024-12-18
4856,Omar,Okafor,GA,790,4.9,RENT,73400.0,19.43,23,Engineer,gmail.com,2024-10-16
4857,Liam,White,FL,590,0.3,RENT,69200.0,23.66,30,Teacher,outlook.com,2025-09-02
4858,Chen,Silva,MD,651,1.2,RENT,18000.0,13.63,54,Teacher,outlook.com,2025-05-06
4859,Sara,Brown,NY,660,7.0,MORTGAGE,49800.0,17.99,44,Teacher,outlook.com,2024-06-03
4860,Nia,White,CA,683,3.3,OTHER,40200.0,6.58,28,Driver,gmail.com,2025-10-07
4861,Dev,White,TX,580,3.8,OWN,87200.0,26.96,34,Analyst,outlook.com,2024-12-04
4862,Rahul,Jain,CA,744,5.7,OWN,58900.0,17.1,30,Driver,proton.me,2024-10-17
4863,Chen,Nguyen,IL,749,4.3,MORTGAGE,28700.0,0.0,46,Driver,yahoo.com,2024-04-21
4864,Elena,Silva,MA,738,0.0,OTHER,87800.0,15.18,47,Engineer,yahoo.com,2024-10-19
4865,Rahul,Brown,WI,634,0.7,RENT,60900.0,21.12,34,Driver,yahoo.com,2024-12-08
4866,Rahul,Silva,NJ,706,0.8,RENT,64200.0,29.86,29,Nurse,yahoo.com,2025-10-24
4867,Elena,Okafor,MO,632,3.1,OWN,83300.0,6.36,21,Analyst,proton.me,2024-06-21
4868,Omar,Silva,IL,675,6.4,MORTGAGE,75100.0,28.51,59,Analyst,outlook.com,2025-03-24
4869,Rahul,Patel,NY,850,6.2,RENT,181100.0,23.74,38,Teacher,proton.me,2025-09-22
4870,Maya,Silva,TX,707,10.7,RENT,104300.0,14.45,48,Teacher,outlook.com,2024-03-15
4871,Liam,Jain,PA,610,0.4,RENT,68500.0,25.21,29,Chef,gmail.com,2025-02-18
4872,Nia,Lopez,FL,713,7.2,MORTGAGE,78000.0,20.56,37,Manager,yahoo.com,2025-05-01
4873,Nia,White,CA,598,2.9,MORTGAGE,59400.0,13.6,28,Chef,outlook.com,2025-05-14
4874,Omar,Lopez,MO,610,13.9,RENT,51900.0,26.9,49,Analyst,proton.me,2024-04-11
4875,Sara,Garcia,CA,621,5.6,MORTGAGE,102900.0,29.21,51,Chef,proton.me,2025-05-24
4876,Omar,Nguyen,VA,666,3.8,RENT,148400.0,6.78,51,Teacher,outlook.com,2024-08-21
4877,Sara,Jain,CA,770,7.1,MORTGAGE,60900.0,20.94,32,Analyst,outlook.com,2025-06-28
4878,Chen,Kim,OH,743,6.8,MORTGAGE,86900.0,16.76,43,Clerk,gmail.com,2024-06-04
4879,Liam,Brown,MI,739,4.5,RENT,42000.0,21.79,27,Analyst,outlook.com,2025-06-01
4880,Chen,White,TX,617,8.4,RENT,91500.0,15.39,43,Nurse,yahoo.com,2025-08-21
4881,Liam,Jain,CA,659,12.0,RENT,41700.0,30.13,51,Engineer,proton.me,2024-03-07
4882,Omar,Nguyen,NC,720,9.7,MORTGAGE,73300.0,2.99,37,Engineer,outlook.com,2025-05-07
4883,Elena,Brown,NC,652,5.4,RENT,82700.0,19.45,40,Nurse,outlook.com,2025-04-10
4884,Sara,Garcia,NY,679,13.1,MORTGAGE,128100.0,13.78,30,Chef,outlook.com,2025-06-03
4885,Aisha,White,FL,733,7.9,RENT,23700.0,16.13,31,Nurse,gmail.com,2025-07-15
4886,Liam,Jain,CA,673,1.6,OWN,147700.0,2.55,32,Chef,yahoo.com,2024-03-16
4887,Maya,Brown,NY,716,6.2,MORTGAGE,121500.0,28.2,33,Clerk,outlook.com,2024-07-28
4888,Maya,Patel,TN,819,5.1,MORTGAGE,86300.0,6.78,53,Clerk,gmail.com,2025-05-07
4889,Omar,Okafor,TX,687,3.8,RENT,56800.0,21.64,33,Engineer,gmail.com,2024-11-28
4890,Chen,Lopez,PA,788,7.3,RENT,113000.0,13.55,41,Teacher,yahoo.com,2024-08-15
4891,Nia,Kim,NJ,741,0.0,RENT,170300.0,15.78,51,Nurse,gmail.com,2024-05-20
4892,Dev,White,AZ,589,12.4,RENT,58000.0,22.69,45,Chef,yahoo.com,2025-08-09
4893,Liam,Brown,CA,617,8.4,RENT,137300.0,27.89,72,Manager,gmail.com,2025-11-23
4894,Liam,Silva,GA,637,0.0,MORTGAGE,108700.0,7.38,50,Analyst,yahoo.com,2024-07-06
4895,Omar,Nguyen,NC,635,8.4,OWN,123900.0,14.7,38,Driver,proton.me,2024-07-05
4896,Rahul,Lopez,TX,693,7.8,RENT,98100.0,20.23,24,Nurse,yahoo.com,2025-12-20
4897,Sara,Silva,CA,746,11.9,OWN,67000.0,17.64,56,Manager,yahoo.com,2024-08-26
4898,Chen,Nguyen,MA,794,12.9,RENT,36800.0,24.8,36,Nurse,yahoo.com,2024-09-17
4899,Chen,Kim,IL,723,13.6,RENT,52200.0,30.05,32,Manager,outlook.com,2024-09-05
4900,Omar,White,CA,666,4.9,RENT,93600.0,12.66,30,Engineer,outlook.com,2024-06-19
4901,Rahul,Silva,GA,543,8.2,RENT,60200.0,11.3,28,Teacher,outlook.com,2024-01-30
4902,Sara,Brown,FL,705,4.1,MORTGAGE,25600.0,22.42,39,Teacher,gmail.com,2024-08-20
4903,Dev,Nguyen,CA,701,9.9,RENT,49400.0,8.49,35,Teacher,yahoo.com,2025-09-16
4904,Omar,Nguyen,NY,713,0.0,MORTGAGE,38100.0,21.8,44,Driver,yahoo.com,2025-10-28
4905,Maya,Silva,FL,850,0.9,MORTGAGE,75500.0,17.58,68,Engineer,yahoo.com,2024-05-10
4906,Maya,Patel,GA,793,4.3,RENT,102300.0,16.68,42,Engineer,proton.me,2025-12-17
4907,Aisha,Jain,IL,758,5.8,RENT,74100.0,23.66,62,Manager,yahoo.com,2025-03-21
4908,Chen,Nguyen,CA,627,6.7,MORTGAGE,31600.0,14.1,38,Nurse,outlook.com,2025-06-24
4909,Aisha,Lopez,NC,661,11.1,RENT,54900.0,44.27,39,Teacher,proton.me,2024-05-05
4910,Sara,Jain,VA,692,3.4,MORTGAGE,39400.0,15.63,18,Engineer,gmail.com,2025-09-17
4911,Maya,White,OH,641,0.8,MORTGAGE,62000.0,12.05,56,Chef,gmail.com,2025-02-12
4912,Chen,Silva,CA,737,4.4,MORTGAGE,97500.0,36.17,31,Analyst,yahoo.com,2024-01-01
4913,Liam,Garcia,CA,726,3.6,MORTGAGE,70000.0,17.79,51,Nurse,outlook.com,2024-02-14
4914,Liam,Lopez,MD,618,8.2,OWN,67800.0,9.48,18,Clerk,proton.me,2025-07-10
4915,Aisha,Garcia,TX,789,12.1,RENT,146800.0,16.68,33,Driver,gmail.com,2024-04-20
4916,Rahul,Okafor,NY,707,11.7,MORTGAGE,42700.0,32.6,43,Driver,yahoo.com,2024-08-05
4917,Dev,White,NJ,570,10.4,MORTGAGE,116800.0,20.03,39,Nurse,gmail.com,2025-09-05
4918,Sara,Lopez,AZ,696,3.7,OWN,57500.0,10.64,31,Engineer,gmail.com,2024-05-15
4919,Omar,Kim,IN,721,5.4,MORTGAGE,234000.0,25.63,44,Clerk,proton.me,2025-12-27
4920,Rahul,Garcia,FL,772,7.7,MORTGAGE,76800.0,23.06,50,Chef,outlook.com,2024-08-16
4921,Aisha,Nguyen,WI,674,2.9,OWN,27100.0,22.84,24,Analyst,yahoo.com,2024-10-06
4922,Liam,Brown,CA,762,3.3,RENT,55200.0,4.89,47,Manager,gmail.com,2025-03-31
4923,Elena,Silva,MA,714,7.5,MORTGAGE,35300.0,9.56,54,Analyst,proton.me,2025-06-14
4924,Omar,Silva,NY,601,0.5,MORTGAGE,193700.0,5.62,53,Analyst,proton.me,2024-08-26
4925,Sara,Jain,MO,593,10.4,RENT,46700.0,15.26,42,Nurse,gmail.com,2024-06-01
4926,Aisha,White,TN,784,4.4,RENT,124500.0,29.69,38,Clerk,proton.me,2025-10-13
4927,Sara,Brown,WA,789,8.2,MORTGAGE,107200.0,3.1,49,Driver,outlook.com,2025-12-10
4928,Chen,Lopez,NC,724,6.8,RENT,37200.0,8.44,39,Engineer,outlook.com,2024-08-08
4929,Chen,Nguyen,TX,812,11.0,OWN,31100.0,4.25,56,Engineer,proton.me,2024-11-03
4930,Chen,Lopez,PA,779,0.0,MORTGAGE,109000.0,24.25,69,Engineer,proton.me,2025-07-05
4931,Sara,Kim,CA,751,11.0,MORTGAGE,56000.0,32.95,27,Driver,gmail.com,2024-08-21
4932,Nia,Kim,NJ,631,11.0,RENT,66800.0,20.03,46,Chef,gmail.com,2025-12-28
4933,Rahul,Jain,CA,829,7.1,OTHER,72000.0,21.78,40,Nurse,gmail.com,2024-01-04
4934,Aisha,Silva,NY,740,8.1,OTHER,18000.0,17.68,18,Chef,outlook.com,2025-10-02
4935,Aisha,Nguyen,NY,671,8.4,MORTGAGE,63900.0,16.52,46,Analyst,proton.me,2024-03-14
4936,Chen,Patel,AZ,649,2.4,RENT,117500.0,23.56,40,Manager,proton.me,2025-03-11
4937,Sara,Lopez,FL,719,6.2,MORTGAGE,27500.0,10.67,51,Analyst,proton.me,2025-01-30
4938,Nia,White,OH,574,9.6,RENT,99600.0,23.1,52,Nurse,proton.me,2025-11-03
4939,Chen,Silva,TX,752,0.0,RENT,59400.0,15.46,44,Manager,gmail.com,2024-10-01
4940,Sara,Patel,FL,628,7.9,RENT,37500.0,17.65,53,Analyst,gmail.com,2025-07-30
4941,Elena,Silva,OH,727,6.3,RENT,78700.0,13.49,27,Chef,gmail.com,2025-09-27
4942,Nia,Garcia,TX,660,8.5,OWN,65600.0,1.06,41,Driver,yahoo.com,2024-03-02
4943,Liam,Patel,NJ,680,0.9,MORTGAGE,130800.0,23.91,56,Nurse,gmail.com,2024-01-20
4944,Dev,White,IL,643,3.0,MORTGAGE,50100.0,17.01,52,Chef,outlook.com,2025-10-31
4945,Rahul,Nguyen,WI,687,0.4,MORTGAGE,126100.0,17.42,39,Engineer,yahoo.com,2025-10-21
4946,Elena,Jain,NY,841,0.4,RENT,65000.0,33.13,47,Clerk,outlook.com,2024-01-04
4947,Sara,Garcia,FL,803,9.3,OTHER,82200.0,19.07,32,Chef,yahoo.com,2025-05-21
4948,Aisha,Lopez,MO,726,3.6,MORTGAGE,55500.0,11.97,60,Clerk,gmail.com,2024-01-26
4949,Chen,Brown,TN,698,3.4,RENT,40900.0,5.56,53,Clerk,outlook.com,2025-10-14
4950,Aisha,Garcia,PA,763,10.4,MORTGAGE,106100.0,15.35,43,Chef,proton.me,2025-06-23
4951,Elena,Silva,CA,784,4.6,MORTGAGE,64700.0,21.22,46,Analyst,outlook.com,2024-04-26
4952,Sara,Brown,IL,637,9.9,MORTGAGE,56100.0,6.33,47,Chef,gmail.com,2025-04-24
4953,Nia,Nguyen,GA,694,1.8,RENT,108800.0,26.57,49,Engineer,gmail.com,2024-03-15
4954,Chen,Patel,NY,563,4.6,MORTGAGE,140000.0,14.71,38,Manager,proton.me,2025-11-20
4955,Aisha,Brown,TX,784,2.4,RENT,50700.0,16.54,50,Chef,gmail.com,2025-01-23
4956,Liam,White,OH,850,8.2,MORTGAGE,150400.0,17.73,65,Clerk,yahoo.com,2024-08-10
4957,Liam,Okafor,TX,706,5.2,MORTGAGE,44800.0,6.46,52,Nurse,outlook.com,2025-01-20
4958,Maya,Silva,TN,540,8.9,MORTGAGE,73600.0,13.66,38,Teacher,yahoo.com,2025-06-07
4959,Nia,Okafor,CA,745,6.6,MORTGAGE,101800.0,21.13,37,Nurse,proton.me,2024-04-07
4960,Maya,Kim,WI,632,0.0,OTHER,18000.0,17.19,44,Nurse,outlook.com,2024-04-03
4961,Liam,Garcia,OH,650,4.9,RENT,40600.0,13.86,60,Engineer,gmail.com,2024-01-06
4962,Nia,Garcia,WI,746,0.0,MORTGAGE,53400.0,15.17,47,Chef,gmail.com,2024-07-02
4963,Rahul,Silva,VA,719,7.4,MORTGAGE,75600.0,22.26,20,Analyst,proton.me,2024-09-07
4964,Maya,Lopez,TX,663,8.2,MORTGAGE,66200.0,29.08,29,Nurse,outlook.com,2024-06-30
4965,Rahul,Silva,TX,651,8.6,MORTGAGE,19200.0,16.41,29,Nurse,outlook.com,2025-08-06
4966,Nia,Kim,CA,709,5.5,OTHER,54300.0,10.75,49,Engineer,yahoo.com,2025-11-13
4967,Maya,Jain,VA,669,0.0,MORTGAGE,30200.0,37.5,26,Nurse,proton.me,2025-12-02
4968,Liam,Garcia,TX,616,6.8,MORTGAGE,48400.0,26.0,54,Driver,gmail.com,2025-07-21
4969,Chen,Brown,NJ,675,7.6,MORTGAGE,55500.0,16.9,62,Nurse,outlook.com,2025-09-28
4970,Aisha,Nguyen,TN,725,5.3,MORTGAGE,73300.0,13.05,52,Engineer,yahoo.com,2025-09-19
4971,Omar,Kim,IL,686,6.3,MORTGAGE,52600.0,31.62,18,Engineer,yahoo.com,2024-10-03
4972,Nia,White,MI,593,0.0,MORTGAGE,66900.0,11.07,31,Manager,gmail.com,2024-10-18
4973,Maya,Patel,IN,774,6.3,OWN,50200.0,17.99,38,Engineer,proton.me,2024-09-29
4974,Omar,Silva,VA,494,5.6,MORTGAGE,77700.0,23.43,35,Teacher,yahoo.com,2025-06-22
4975,Nia,Nguyen,CA,666,1.1,MORTGAGE,34300.0,19.49,30,Nurse,gmail.com,2025-09-26
4976,Omar,Garcia,NY,653,8.1,MORTGAGE,63600.0,10.29,32,Manager,outlook.com,2025-12-27
4977,Rahul,Kim,OH,711,4.0,RENT,37100.0,14.71,43,Clerk,yahoo.com,2024-09-26
4978,Aisha,Jain,NY,742,6.9,RENT,53800.0,17.82,35,Engineer,gmail.com,2024-10-09
4979,Aisha,Lopez,OH,784,8.0,RENT,72900.0,8.57,38,Teacher,yahoo.com,2025-04-02
4980,Sara,Garcia,MD,646,7.3,MORTGAGE,41900.0,16.5,50,Teacher,proton.me,2024-03-25
4981,Nia,Silva,IL,743,0.6,MORTGAGE,61600.0,29.66,18,Chef,yahoo.com,2024-05-11
4982,Elena,Garcia,NY,714,4.5,RENT,55000.0,32.38,22,Chef,outlook.com,2025-12-02
4983,Elena,Okafor,TX,571,14.5,MORTGAGE,183400.0,16.14,36,Driver,yahoo.com,2025-05-08
4984,Sara,Nguyen,IN,842,11.6,OWN,78200.0,17.42,37,Teacher,gmail.com,2025-01-28
4985,Liam,Kim,TX,592,9.3,RENT,84200.0,16.28,34,Teacher,outlook.com,2025-03-23
4986,Maya,Lopez,TX,731,7.1,RENT,42300.0,1.07,42,Manager,proton.me,2025-05-21
4987,Aisha,Garcia,GA,729,2.0,RENT,18700.0,21.53,37,Chef,gmail.com,2025-07-10
4988,Rahul,Silva,PA,720,5.4,MORTGAGE,48300.0,19.97,60,Manager,gmail.com,2024-07-18
4989,Aisha,Lopez,FL,662,4.3,MORTGAGE,29000.0,26.14,29,Driver,yahoo.com,2024-11-09
4990,Liam,Kim,GA,762,5.7,RENT,73000.0,26.36,43,Analyst,proton.me,2025-08-10
